ኛ በእርጅናና በጤና መጓደል ምክንያት እድሜ ዘመናቸውን ቅድስት ቤተ ክርስቲያንን አገልግለው በስተመጨረሻ እንደ ሸንኮራ ተመጠው በህይወት ዘመናቸው ፍጻሜ ላይ ደግሞ በእኛው ቸልተኝነት በእኛው ስህተት በቅማል በቁንጫና በትኋን ደማቸው እንዲመጠጥ አሳልፈን የተሰጠናቸውንና በየስርቻው በየመቃብር ቤቱ ያለጠያቂ እንዲሁ እንዷዛ የወደቁትን አበው ሊቃውንት አባቶቻችንንና እናቶቻችንን በሚያስፈልጋቸው ሁሉ ነገር አለንላችሁ በማለት እነሱ ደስስ እንዳላቸው እኛም ተመርቀን በረከትን ለሀገርም ለትውልድም ጥለን ለማለፍ ነው እየተሰባሰብን ያለነው	38,40 SOCIAL#COMMUNITY_SUPPORT 1 45,46
እንደዚህ አይነት ልማታዊ ዜና ሀገርን ከመገንባት አንፃር ትልቅ ሚና ይጫወታል በውነቱ እንዲህ ያለ ትኩስ ወሬዎችን እንድትነግሩን በሉሲፈር ስም እንማፀናለን	2,4 GOVERNANCE#TRANSPARENCY 1 7,10
ከተማዋ ያጋጠማትን ተግዳሮቶች ለመቅረፍ ግምገማ መካሄዱ መልካም ነው	4,5 GOVERNANCE#TRANSPARENCY 1 6,8
ኢድን አስመልክቶ የሞባይል ቀፎዎችን በቅናሽ እንድታቀርቡ እንጠብቃለን	2,4 INFRASTRUCTURE#UTILITIES 0 4,5
ምንም የፖርቲ ለውጥ ይደረግ ህዝቡ መልካም አስተዳደር እስካለ ችግር የለበትም	6,7 GOVERNANCE#TRANSPARENCY 1 5,6
ጽናቱን ይስጥልን እንደዚህ አይነት ፈተናዎችን በጽናት ማለፍ ለብዙዎቻችን በጣም ከባዱ ነገር ነው	4,5 SOCIAL#COMMUNITY_SUPPORT 1 0,2
በቤትዎ ይቆዩ ፖኬጅ ቤት ውስጥ አይስራም ውጭ ካልወጣሁ በቀር ወይም የቤቴ ጣራ ላያ ካልወጣሁ እውነቴን  ዳታ የሚባል የለም ቴሌ ዋጋ በቀነሰ ቁጥር ጣራ መውጣት ሰለቸኝ በበኩሌ እባካችሁ የናንተ ን ቅናሽ አንፈልግም ተዉን በቃ ለምን አተዉንም ሀይ ታውቁታላችሁ ከአቅማችሁ በላይ    የሸጣችሁትን ሲም ካርድ ወይ ማስፋፌያ አድርጉ ወይ ተዉን በዚ በሽታ ጊዜ ኔትዎርክ ፍለጋ አስፓልት ላይ አታስወጡን ደሞ ስሙን ቀይሩት ይሄ በውጪ ይቆዩ	15,16 INFRASTRUCTURE#UTILITIES 2 17,18
ካሁን በኋላ ከፂላ ጋር ድርድር አያስፈልግምአድ ባድ ማጥፋት ነው	4,5 SOCIAL#COMMUNITY_SUPPORT 2 5,6
መምረጥ ሳይሆን ስራው ላይ መስራት ነው   እየታጨደ ያለው የሰው ልጅ ነው  ሰብል አይደለም	2,3 PUBLIC_SAFETY#CRIME 2 6,10
እንዳላቹት ይሁን ቆቦን የለቀቃቹት ልጆቹ ክመከላከያ በላይ ሆነው ነው  ?  ቀልድ ጎበዝ ናቹ	5,6 PUBLIC_SAFETY#EMERGENCY_SERVICES 2 10,11
በሆዞብ ያውም በጉራጌው ግብር ከፋይ በርቱ ጉራጌ ክልል እስኪሆን ነው አንተም ንቃ	6,8 GOVERNANCE#CITIZEN_ENGAGEMENT 1 5,6
ሰፋሪ ትግሬ አይገዛንም	1,2 SOCIAL#EQUALITY_JUSTICE 2 2,3
: Tamrat Kebede: "በታሰርንበት ወቅት ዋለልኝ ኢትዮጵያ የራሳቸው ባሕል፣ ታሪክ እና የኑሮ ዘዴ የነበራቸው ሕዝቦች ሁሉም እኩል መብታቸው ካልተከበረባት በገዢዎች ምናብ ያለች አስመሳይ ናት እያለ ይ…	6,7 SOCIAL#EQUALITY_JUSTICE 2 22,23
ለዚ ዜናቹህ ያስቀኛልም  ያሳፍረኛም   የኢ/ያ ህዝብ በራብ አለንጋ   እያለቀ የህ መዘገቡ የዚ ዜና ውሸት የማይ  አልቅ መሆኑ  የይኩሬን     ስንዴ እየለመነ ያለው ይህ መንግስት ገበያ ሳያረጋጋ  እንደዚ ማለቱ እብደት ነው ።	22,23 ECONOMY#TAXATION 2 27,29	12,13 GOVERNANCE#TRANSPARENCY 2 13,14
ግፋበለው ይህን ሌባ	2,3 ECONOMY#TAXATION 2 0,1
አረ ተዉ አገር በደንብ አስተዳድር ዙረት ይብቃህ  ስትሄድ የሆነ ችግር ይፈጠራል ስትመለስ አልነበርኩም ብለህ ታጽናናለህ	4,5 GOVERNANCE#CITIZEN_ENGAGEMENT 2 5,7
በጣም በጣም ትክክለኛ ሃሳብ ነው ፤ ወደ ስራ መተርጎም አለበት。	3,4 GOVERNANCE#CITIZEN_ENGAGEMENT 1 2,3
ጠቅላይ ማኒስትሩ እንደ ከዳን ለማም ከድቶታል የካፋ ህዝብ አንገቱን የሚደፋ ለፀሎት ብቻ ነው	0,2 GOVERNANCE#CITIZEN_ENGAGEMENT 2 5,6
ለመረጃ ትናንት ለሊት ምእራብ ወለጋ ወረዳ የኦነግ ታጣቂዎች ከተማ በመግባት ተኩስ ከፍተው አንድም ንጹሀን ሳይጎዳ በጸጥታ ሀይሎች መከላከል መጡበት ተመልሰዋል የጸጥታ ሀይሎች በወሰዱት እርምጃ እናመሰግናለን ታጣቂዎቹ ከተማ ገብተው ተኩስ እስኪከፍቱ የጸጥታ ሀይሉ አለማስቆሙ ጥያቄ ቢፈጥርም	20,22 PUBLIC_SAFETY#EMERGENCY_SERVICES 1 24,25
ዳቦ በቅጡ ሳንበላ ለውጭ እንልካለን ቀራርቶ	0,1 SOCIAL#COMMUNITY_SUPPORT 2 2,3
በመከራው ሰዓት ፈተናውንን በማለፍ በፅናት እየታገልን ተስፋ በማድረግ ሳንሰልች ከጎናቸው በመቆም የደገፍ ናቸው የመረጥናቸው እንዲሁም ያመናቸው መሪዎቻችን ለጥያቄያችን መልስ ሊሆኑ ንይገባል	16,17 GOVERNANCE#CITIZEN_ENGAGEMENT 2 18,21
ድል ለኢትዮጵያ መከላክያ ሰራዊት	2,4 PUBLIC_SAFETY#EMERGENCY_SERVICES 1 0,1
ዶ/ር አብይ ሆስፒታል ገባ	2,3 PUBLIC_SERVICES#HEALTHCARE 0 3,4
በስነ ምግባር ያልታነፁ የአዲስ አበባ ፖሊሶች ከየት እንደተመለመሉ አታውቁም እንዴ? ከመንግስት ጎን ቆሞ ለለውጥ ለሚታገል ህዝብ ድብደባ እንግልት ስቃይ አይከብድም? ሕዝብ በመንግስት	5,6 PUBLIC_SAFETY#EMERGENCY_SERVICES 2 0,3
መልካም በአል ወልቃይት እና ራያ ሌዩ በአል ነው ለናንተ ድርብ በአላችሁም ነው	1,2 SOCIAL#COMMUNITY_SUPPORT 1 0,1
ውይ ደላላ በተለይ ደግሞ ባልሰለጠነ ሀገር ላይ በዛ ላይ እንደኛ ሀገር ውይ አሁንማ ደላላ እና ፖለቲከኛ ያልሆነ አለ ብላችሁ ነው ምድረ ዥልጥ ተሰባስቦ ከቤት ሰራተኛ እስከ ላይኛው ድረስ በዚህ ሁኔታ ለመብላትም ደላላ ሳይገባበት ይቀሬል ብላችሁ ነው	1,2 ECONOMY#EMPLOYMENT 2 20,22
ቂልጦ ከታማ ኮማንድ ፖስቱን በማጣስ የሽብር ተግባር ሊፈጽም ሀይል በፖሊስ ቁጥጥር በሽብርተኛው የማርያምወርቅ የሚመራው አሸባሪ ሀይል የኮመንድ ፖስቱን አዋጅ በመጣስ ባላይ ያሚሆን በመሰብሰብ አመታዊ የቤተክርስታን በአል አከብራለው ሰበብ ትላንት በቀን ወረዳ ቂልጦ ከተማ ከተፍ ግብረሀይል የወረዳው ፖሊስ አብዛኛውን መጣበት እንዲመለስ የተወሰኑትን ማቆያ በማስገባት ያሸባሪው እንዲከሽፍ	35,37 PUBLIC_SAFETY#EMERGENCY_SERVICES 1 44,45
የኢትዮጵያ ነቀርሣ የሆነውና በወያኔ መዋቅር የተዘረጋለት ይሄው ልዩ ሀይል የተባለው ነው።	7,9 PUBLIC_SAFETY#EMERGENCY_SERVICES 2 1,2
እንደ ታከለ ደረቅ አይቼም አላውቅም የአ አ ህዝብ አንቅሮ ተፍቶሀል አትሽለጥለጥ	1,2 GOVERNANCE#CITIZEN_ENGAGEMENT 2 2,3
እረኩስ የሆነ ሚዲያ ፅንፈኛ ፋኖ የሚባል የለም አለቅላቂ	2,3 GOVERNANCE#TRANSPARENCY 2 0,1
አዲስ መረጃ የአቦይ ስብሀት ተከስተ ስብሀት በውጭ ሀገር ቻይና ተምሮ ለትግራይ መሪነት ታጭቶ ከቻይና መቀሌ መጥቶ ሰሞኑን ጁንታው ሲሸሽ በትግራ ገበሬዎች ገብቶ የተገደለ ክንድ ጉድጓድ መዋሉ የትግራይ ገበሬዎች አስታውቀው መታወቅያው ፓስፖርቱን ለመንግስት አስረክበዋል	2,4 PUBLIC_SAFETY#CRIME 2 22,23
ሚገርም መረጃ ነው ምስጋና ይገባችኋል	1,2 GOVERNANCE#TRANSPARENCY 1 0,1
በመተከል አማራ እየተፈጸመ የዘር ማጥፋት ወንጀል ተባብሶ ቀጥሏል በመተከል ኦሜድላ በመባል በሚጠራው አካባቢ አማራዎች ሲገደሉና በርካቶች ሲቆስሉ ቤቶችም በእሳት እንዲጋዩ ተደርገዋል የዘር ማጥፋት እየፈጸሙ የሚገኙት በአብይ አህመድና በሽመልስ አብዲሳ የሚመራው የኦህዴድ መደበኛ ሰራዊት አባላት የጉሙዝ ታጣቂዎች መንገድ በመምራት ለዘር ማጥፋት ወንጀሉ ከፍተኛውን	30,33 PUBLIC_SAFETY#CRIME 2 21,24
ሃይል መሪ እግዜአብሔር ባያከብር ሰው እንድህ አይሆንለትም ክብር ለሚገባው ክብርን ስጥ	1,2 GOVERNANCE#TRANSPARENCY 1 7,8
ለሌሎች ትምህርት እንዲሰጥና ሌላ የከፋ አደጋ እንዳይደርስ  ውጤቱን አትጎትቱት  ለሕዝብ ቶሎ ይገለፅ	7,8 GOVERNANCE#TRANSPARENCY 1 10,12
እውነቱን ነው ብርሃኑ ጥሩ ቦታ የገባ ሳያረጅ እና ሳይደክም ልንጠቀምበት የሚገባ ጥሩ ጭንቅላት ያለው ሰው ነው	2,3 GOVERNANCE#TRANSPARENCY 1 11,14
ከክቡር ጠቅላይ ሚኒስትር ጽ/ቤት የመጡት አቶ ዮናስ ዘውዴ ስለ መደመር ጽንሰ ሀሳብ ማብራሪያ ሰጥተዋል። አቶ ዮናስ በገለጻቸው መደመር አካታች የሆነ መሰናሰልን መሰረት ያደረገና የሰው ልጅን ተደማሪ ፍላጎት የተከተለ ነው ብለዋል።	9,10 GOVERNANCE#TRANSPARENCY 0 18,19
የትግራይ ሴቶች መጠጣት ሰራችው ነው ምድር ቃፋፊ	0,2 SOCIAL#EQUALITY_JUSTICE 2 5,7
የሞት ፍርድ ይፈረድበት	0,2 SOCIAL#EQUALITY_JUSTICE 2 2,3
ዋናው አጀንዳየ ስመለስ ኦሮሞ ቄስ አይሆንም በማለት በሀይማኖት ጭምብል ዘረኝነትን የምትሰብክ በዘረኝነት ህዝብን ያህል የምታንቋሽሽ እና የምታረክስ ኦርቶዶክሳዊ ቤተክርስቲያን ከኦሮሞ ኦሮቶዶክስ አማኝ ጫንቃ መውረድ አለባት	17,19 SOCIAL#EQUALITY_JUSTICE 2 9,11
ዶ/ር አንተ የዓለም መሪ ነህ	3,4 GOVERNANCE#TRANSPARENCY 1 2,3
ህዝብ ይውደድ አንተ ብቻ በፍቅር አገልግል የኛ ንጉሥ ትለያለህ	7,8 GOVERNANCE#CITIZEN_ENGAGEMENT 1 8,9
ይሰቀሉ ለዘላቂ ሰላም ይሰቀሉ	2,3 PUBLIC_SAFETY#CRIME 1 0,1
ለወሬ ስትቸኩሉ እንዳትደፉ ከፓርቹጋል ሳይሆን ከእስፔን ጋር ነው የምትጫወተው ስወለጋ ሰለንፁሀን ደም አይቀልም  ምን ነክቶዋቹ ነው ሚዲያዎቻችን የሬዲዮ ጣቢያ ዎቻችን በሙሉ ስለ ኳስ ብቻ የሆነው እፈሩ  እኛ ስለ ኳስ ምንሰማበት ነፋ መንገድ አለ	16,17 GOVERNANCE#TRANSPARENCY 2 25,26
አንድ መሪ መንገዶችን ከሽፍታ አፅዳ ሲባል መጥረጊያ ይዞ ከወጣ መሪው ነው የሸፈተው።	2,3 INFRASTRUCTURE#TRANSPORTATION 2 11,12
አብመድ ምንጭ ጥቀሱ	0,1 GOVERNANCE#TRANSPARENCY 0 1,3
በደቡብ ክልል በሉ ዞኖች በተለይ ከምባታ ጠምባሮ እናበሌሎችም ወረዳ ከተሞች በማዲያ/በሼሎች ዉስጥ አይቀዳም በጄርካን (በችርቻሮ )90ብር አየተሸጠ ነዉ፡፡የሚመለከተዉ አካል ክትትል ያድርግ ፡፡	19,20 ECONOMY#TAXATION 2 15,16
አማራ አየተገደለ ሹመት ካለ አማራ ኢትዮጵያዊነት የለም	2,3 GOVERNANCE#TRANSPARENCY 2 5,7
ስጦታው ቀርቶብን በብራችን ገዝተን በአግባቡ መጠቀም አልቻልንም እባካችሁ አታጭበርብሩን	0,1 INFRASTRUCTURE#UTILITIES 2 8,9
ደም መጣጭ መሪ አስመሳይ	2,3 GOVERNANCE#TRANSPARENCY 2 3,4
በትክክል ይሸነፋል አሁንም ቢሆን አሻንጉሊት እንጂ መሪ ነው ብለህ ታስባለህ? በኢትዮጵያ የመጀመሪያው ከእውቀት ነፃ የሆነ መሪ ተብዬ አብይ ነዉ。	17,18 GOVERNANCE#TRANSPARENCY 2 12,16
ንኳን ደስ አላችሁ ግን ጨዋታው የቀዘቀዘ ነበር ብዙ መስራት ይጠበቅባችኃል በዚህ አጋጣሚ ደጋፊዎቹን ሳላደንቅ አላልፍም ዝናብ እየጣለ ሁሉ ቆመው ድጋፍ ሲሰጡ ነበር እናም በሰላም ወደየመጣችሁበትክፍለ ሀገር በሰላም ተመለሱ	12,13 SOCIAL#COMMUNITY_SUPPORT 1 13,15
ጥቡን እንዴት እንደምንሰበስብ ጭራሽ ያልገባን ሰዎች ስላለን በአሸም ቴሌ ላይ ተጨማሪ ማብራሪያ ብትሰጡ አሪፍ	11,12 GOVERNANCE#TRANSPARENCY 1 13,14
በብልፅግና ይለመልማል	0,1 SOCIAL#COMMUNITY_SUPPORT 1 1,2
እንዴ ምን እየተወራና እየተሠራ ነው  በፌደራልዚም ጉዳይ ምንም ድርድር የለም እያሉ  ግራ አጋቡንሳ	5,6 GOVERNANCE#TRANSPARENCY 2 11,13
ወጥሩ አየዟችሁ ይህ አይነቱ ክህደት በንጭጬ ከልተቋጨ መጭው ግዜ ለሁላችንም እጅግ አሰቼጋሪ ነው ዕምነቱ እንጂ የየቅሉ ሰወቹማ እኛው ነን ልዩነት የለንም ሃገርም በመንደር እቁብተኞች ዕምነትም በግዜው ዕድርተኞች መፍረስ የለበትም	21,22 GOVERNANCE#TRANSPARENCY 2 27,29
ችግኝ ነቅሎ  ዓመት ፅኑ እስራት የፈረደ ዳኛ ሀገር ና ወገን የሚሸጥ  ዓመት ሲል ግዜ ዳኛው  ተካፋይ ነበር ያስብላል	14,15 SOCIAL#EQUALITY_JUSTICE 2 15,17
ትግራይ ብቻ ነው እንዴ በጦርነቱ የተጎዱት አረ ይደብራል	4,5 PUBLIC_SAFETY#CRIME 2 7,8
ሰውየው እኮ የፈራው የኢትዮጵያውያንን አንድነት ነው የጨነቀ ነገር	4,5 SOCIAL#COMMUNITY_SUPPORT 1 2,3
ዕዩት ንጉሱን ግርማ ሞገሱን	1,2 GOVERNANCE#TRANSPARENCY 1 2,4
አንተስ ተከፍሎህ ነው አባቴ  አለን አይደል እንዴ በነፃ ምናሽቃበጠው አብቹ ወሳህለን	9,10 GOVERNANCE#TRANSPARENCY 1 10,11
አብይ አረመኔው እንደዚህ ስው ያሰቃይስል ስንታየሁ ቸኮል በጣም ታሟል ባስቸኳይ ህክምና እንዲያገኝ ደምፃችንን ማሰማት አለብን ይህ ሁሉ ስቃይ የሚደርስበት የአብይን ተረኝነት	10,12 PUBLIC_SERVICES#HEALTHCARE 2 9,10
ገዳዮች ለፍርድ ይቀርቡ አንድነት ማሰሪያው ፍትህ ብቻ ነው	5,6 SOCIAL#EQUALITY_JUSTICE 1 0,3
አሁን ባድመ እና ሽራሮን በጦርነት ብናሸንፍም አለም አቀፍ ፍርድ ቤት ላይ ሽፍቶቹ ወያኔወች ባድመ እና ሽራሮ የኢያ ሰለመሆኑ ማስረጃ በማጣታቸው ለኤርትራ ሲወሰን የሽፍቶቹ አለቃ ለገሰ ዜናዊ በመርህ ደረጃ ተቀብየዋለሁ ካሉ በሁዋላ ፈርመው አስረክበዋል በነጋታው ለኛ ትሰነ ተብሎ እኔም መኪና ኖሮኝ በአዲስ አበባ ጎዳና ለይ መብራት ባላበረም ሰንደል ለኩሼ አብርቻለሁ ከዛ አፕሪል ዘፍል  ነው ብለው በንጋታው በኢቲቪ አላገጡብን ሰማንያ ሽህ የወጣት ሂወት እና ቢሊየን የሚቆጠር ንብረት እከንአይደለም አወደሙ ሟች ጎደኛዬ በማስታወሻው እንዳሰፈረው አብዛሀኛው ወታደር በወገን ጠይት ከበስተጀርባው ተመቶ መሞቱን አሰፍሯል አሁን ማንን ታዘምቱት ይሆንወጣቱ እንደሆነ ጫት በልቶ ፈርቶአል ለህዝብ ቅነሳ ወደጦርነት ለመግባት መቋመጣችሁን ሰምተናል የሀገሬ ህዝብ በተራው አፕሪልዘፍል ብሏችሁዋል	12,13 GOVERNANCE#TRANSPARENCY 2 11,12	55,56 GOVERNANCE#TRANSPARENCY 2 56,57
ቅድሚያ ፍትህ ለአማራ ህዝብ	1,2 SOCIAL#EQUALITY_JUSTICE 1 0,1
የነገ ትላልቅ ካምፓኒዎች የሚሆኑበትን መንገድ ማመቻቸት እንዲሁም የሀገር ውስጥ እና የውጭ ኢንቨስተሮች ትላልቅ ኢንደስትሪዎችን እንዲገነቡ እና የስራ እድል እንዲፈጥሩ አስፈላጊውን እገዛ ማድረግ አማራጭ የሌለው ምርጫ ነው	16,18 ECONOMY#EMPLOYMENT 1 20,22	16,18 ECONOMY#EMPLOYMENT 1 22,25
ጥሩ ነው መሳሪያ እና ተተኳሽ ማንቀሳቀሻ ነዳጅ መሆኑ ነው የተፈናቀለው የአማራና የአፋር ንጹሃን ዜጎች ደጋፊ አጥተዋል እባካችሁ ጋዜጠኞች በብርታት መሰራት ይጠበቅባችኋል ለመሆኑ ለንጹሃን ዜጎች ነው በየቦታው ያለዉ ፍተሻ ኬላ በትጋትና ያለመሰልቸት መፈተሽ ይጠበቅባችኋል	27,29 PUBLIC_SAFETY#CRIME 1 29,30
ግብሩማ መሳርያ ተገዝቶበት ደም ፈሰሰበት	0,1 ECONOMY#TAXATION 2 3,5
ወያኔ ከሚጠቀምበት የስነልቦና መሳሪያ አንዱ ወጣቱ ያገኘውን ሁሉ  እንዲያደርግ  ያለውን ሁሉ ያለምንም ተቃውሞ በጸጋ እንዲቀበል እንዳያጣጥም ማድረግ ነው  ለዚህም ጥራት ያላቸውን ነገሮች በመንፈግ የወረዱ ነገሮችን ያለማምደዋል አንዱ መንገድ ሙዚቃ ነው ለምሳሌ ጥላሁን ገሰሰ ራሱ የዘፈናቸውን ዘፈኖች ሳይሆን ሌላው ያጨማለቃቸውን የጥላሁን ዘፈኖች እያለ በሚቆጣጠረው ሚድያ ያስተላልፋል በእናንተ ቴሌቪዥን በተላለፈ ማስታወቂያዋይ ዋይ ሲሉ   የሚለው የጥላሁን እንጉርጉሮ ካረጀ በኋላ ደግሞ የዘፈነው ነው  እንጉርጉሮ አይደገምም  ጥላሁን ከነበሩት ከንቱ ነገሮች አንዱ ይህ ነበር  እና የመጀመሪያው እንጉርጉሮው ነበር ተገቢው	0,1 GOVERNANCE#TRANSPARENCY 2 23,26
ሆ ገንዘቡ ግን አላነሰም	1,2 ECONOMY#TAXATION 0 3,4
መጀመራያ የዘይተሰን ዋጋ በቀነስክ	1,3 ECONOMY#TAXATION 2 3,4
አብዛኛዎቹ ኢትዮጵያዊያን እናቶች ለእኛ ለልጆቻቸው እንዲህ ሆነው አልፈዋል  እያለፉ ነው	2,3 SOCIAL#COMMUNITY_SUPPORT 2 5,8
የሀጫሉን ግድያ ኦሮሚያ ክልል በማንነታቸው ንጹሀን ተገድለዋል ጉዳት ደርሶባቸዋል በሺህ የሚቆጠሩ ተፈናቅለዋል የኦሮሚያ አካባቢዎች በቡድን ጎዳና በመውጣት በማቃጠል ድንጋይ ደርድሮ መንገድ በመዝጋት ሰዎችን ማጥቃትና ንብረት ማውደም ወንጀል ተፈጽሟል አደባባይ በቡድን የወጡ ሁከትና ብጥብጥ ባስነሱባቸው አካባቢዎች ንጹሀን ሁከት ባነሱ ለቤትና በየጎዳናው በግፍና በጭካኔ በዱላ በጩቤ በመጥረቢያ በስለት ብረት በድንጋይና በኤሌክትሪክ ገመድ ተደብድበው ተገድለዋል የአካልና የስነ ልቦና ጉዳት ደርሶባቸዋል ቤትና ንብረታቸው በእሳት ተቃጥሎ ወድሟል በከፊል ተዘርፏል ተፈናቅለዋል በድርጅቶች ጉዳት ደርሷል የጥቃቱ አካባቢው የተለያየ የክርስትና እምነት ተከታዮች በሚኖሩባቸው አካባቢዎች አማራ ተወላጆች ያነጣጠረ ጥቃት ተፈጽሟል የእስልምና እምነት ተከታዮች በሚኖሩባቸው አካባቢዎች በኦርቶዶክስ ክርስትና እምነት ተከታዮች ያነጣጠረ ጥቃት ተፈጽሟል ከኢትዮጵያ ሰብአዊ መብት ኮምሽን ሪፖርት የተወሰደ	5,7 PUBLIC_SAFETY#CRIME 2 41,42
የምታሳርዱትን አማራ አይመለከትም	1,2 PUBLIC_SAFETY#CRIME 2 0,1
ከቱ የኢትዮጵያ ክፍለሀገሮች ውስጥ ከአንድ ከተገነጠለችው ጋር የሰለም ስምምነት መፍጠር እስከዚህ ምነው ወሬው በዛሳ	8,9 GOVERNANCE#TRANSPARENCY 2 12,14
ሒድ ወረኛ እና በተለይ አዲስ አበባ ቤቶች ግንባታ ፕሮጀክት ሀላፊ ያው ፕሮጀክት	6,9 INFRASTRUCTURE#UTILITIES 2 1,2
አይ ፖሊሥ ደህንነት አለ እንዴ ኢትዮጵያ ላይ ይገርማል ባዶ ህንፃ ቢይዙት ጥቅም የለውም	1,3 PUBLIC_SAFETY#CRIME 2 8,10
መሬት የወሰደ ሲጠየቅ ሀገር የወሰደ ግን የማይጠየቅባት ሀገር	3,5 SOCIAL#EQUALITY_JUSTICE 2 6,7
አባገዳ ዲሞክራሲ ነው ይለናል ሰው ማረድ ቆለጥ መቁረጥ ነው ዲሞክራሲ ተመልከት ይሄ ተረኛ የአባገዳ ስርአት በአዲስ አበባ ትምህርት ቤቶች ለማስተማር እቅድ ጨርሻለሁ ይለናል ቆለጥ መቁረጥ ነው የሚያስተምረው	13,15 PUBLIC_SERVICES#EDUCATION 2 6,8
ዶር አብይ የለውጥ  እና በእውነት እየሰሩ በመሆኑ ከነባር የኦህዴድ ባእዴን እና ህወሃት አባሎች የሌብነት እና የተንኮል አመራር ላይ ለውጥ እየመጣ በመሆኑ ከዚ በፊት በሌብነት ህዝብ የሚያውቃቸው ግለሰቦች ዛሬ እንደለውጥ አራማጅ እንደ ሀገር ወዳድ ዜጋ ሰልፍ መጥራት እና ማስተባብሩ ላይ ይታያሉ በዚ የሚገኝ የፖለቲካ ጥቅም ዳግም ለመጠቀም እና ከተጠያቂነት ለመዳን ሲሆን ሰላም ካለ ሌባ እና ጨኳኝ ስለማይኖር ሀገራችን ላይ የዘር ፖለቲካ እና ሽብር በማስነሳት በሚገኘው ክፍተት ሀብት ለመዝረፍ የተዘጋጅ የህወሃት ብቻ ሳይሆን በሌሎቹም አባል ፓርቲ ግለሰቦች ግዚያዊ ስልት ሆኖ ቀጥሏል ሌባ መስረቁን ካልነገርከው ሌብነቱን አያውቅምእና ለእውነተኛው ሀገር ወዳድ ዜጋ ስር መደበቅ አያዋጣም ባይ ነኝ	0,2 GOVERNANCE#CITIZEN_ENGAGEMENT 1 4,7
ትግራዋይ ሁሉ በያለህበት ፀንተህ ትግልህን አጠናክረህ ቀጥል ።ግፈኞች ተጠራርገው የሚጠፉበት ሰዓት ቀርቧል።	7,8 SOCIAL#EQUALITY_JUSTICE 1 8,10
ያማል ቅኔው ተጠንቀቅ ወገኔ የወያኔ ደላሎች ይህን ካሉ ህዋሀትትም ታጠቀዋል ሊሉን ነውና	5,6 GOVERNANCE#TRANSPARENCY 2 0,1
በሱዳን ካርቱም አመጽ ሰአት ፖሊስ ሰላማዊ ሰልፈኞችን በየጎዳናው እያሯሯጠ	4,5 PUBLIC_SAFETY#EMERGENCY_SERVICES 2 8,9
እዬ ሪፓርተር እስቲ ላስቸግርሕ ከ  ጀምሮ አስከ  የቀን ጅቦች እንደራሴ  ሐያሲ ደራሲ ተሟጋችአዋቂአሣዋቂእንዲሑም ክራይ ሰብሣቢ እንዲያዉ ላስታዉስሕ  ስራ ፈላጊ እያልክ የስራ ልምድ ከ  አመት በላይ ሲቀጥል ሪፓርተር ጉርሻ የሻይ ወይንም በአብያችን ዘመን ሌብነት የሚባለዉኔ ጉቦ ሳትቀበል ለሕዝብ ያቀረብካቸዉ ንባቦች ይሔ ንግግሬ ለ አዲስ ዘመን ጋዜጣ አዘጋጆች ጭምር ይሑንልኝ	32,33 GOVERNANCE#TRANSPARENCY 2 34,35
መቼ ነው የሚገባቹሁ  የዓለም ምግብ ድርጅትም ሆነ UN ለነሱነው የሚያግዙት መንግስት ይግባው ደርግ የወደቀው በነሱ ነው	10,11 GOVERNANCE#CITIZEN_ENGAGEMENT 2 11,12
ልክ ነው ከወንበዴ የሀገር ሀብት በዝባዥ እንጠበቅ	3,5 GOVERNANCE#TRANSPARENCY 2 5,6
መንግስት ማለት ፀጥታን የሚያስከብር ሰላምን የሚሰጥ እጅ ሰላም የማሳጣ መግስት የለም	0,1 PUBLIC_SAFETY#CRIME 2 7,9
አቅርቦቱ ሳይሆን ውድነቱ ነው በቂ ያደረገው	0,1 ECONOMY#TAXATION 2 2,3
የሞተው አማራ ነው	1,2 PUBLIC_SAFETY#CRIME 2 0,1
በህገ መንግስቱ የኢትዮጵያ አምባሳደሮች መመረጥ ያለባቸዉ ከኦሮሞ ብሄር ብቻ ነዉ ይላል	3,4 SOCIAL#EQUALITY_JUSTICE 2 6,9
የፈረሰችን ሃገር ለመገንባት እየገሠገሥክ ያለክ ከሃገር ውሥጥ አልፈህ በአዓም ላይ እውቅና የተለገሠህ ክቡር ጠሚ ዶር አብይ ጠንክር በጣም ጥሩ ነው  አሁን የኦነግ እርምጃ ጥሩ ነው  ህዝቡ ከመንግሥት ጋር ታማኒነት እንድኖረው የኦነግን   የቄሮን እና የህዋሃትን ጉዳይ ባትኩረት ውሳኔ እና ቁጥጥር መፍትሄ ማሥቀመጥ ለለውጡ ዋናው ጉዳይ ነው	13,16 GOVERNANCE#TRANSPARENCY 1 17,20
ብአዴን ህዝባዊነቱንና ፅናቱን ጠብቆ የህዳሴውን ጉዞ ያፋጥናል	0,1 GOVERNANCE#TRANSPARENCY 1 1,4
ድራማው መስራት ትታቹ ለሃገር የሚጠቅም ነገር ብታረጉ ጥሩ ነበር  ወር ሙሉ ሁከት ብጥብጥ መግለጫ መግለጫ ማነው ያልተሠበሠበው ማነው መግለጫ ያልሠማው ጠብ ያለ ነገር ግን የለም	13,14 GOVERNANCE#TRANSPARENCY 2 20,25
